"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"Great product","Just the right amount of hold to add texture to hair and it washes off hands easily.","5","2023-11-04 00:00:00 UTC","direct","ok","Lee","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-bd4ac265-9b06-4187-ac3c-1d801d4d6558"
"Nice pomade for sensitive skin","The only pomade I found that is free of parabens, artificial fragrance, and tocopherols. It’s awesome.","5","2023-07-03 00:00:00 UTC","direct","ok","Bec","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-a9a484db-2c56-4526-815c-43ce343e3c84"
"Best Pomade Ever","It holds all day and doesn’t clump up or flake throughout the day. It feels good and doesn’t feel hard or crunchy.","5","2021-09-24 00:00:00 UTC","direct","ok","Daniel Seaton","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-65fd099b-5e95-4800-b6ff-34ce5f009b32"
"Rubber marshmallow in a can","This is no ordinary pomade. It isn’t smooth or creamy and you can give up trying to work it in with your fingers. Water doesn’t touch it so you can’t dilute it and it makes cleanup difficult. It clumps and sticks like marshmallow.

I’ve only had luck applying it to a comb and working that through my hair and then using another comb to remove the clumps.","2","2022-12-13 00:00:00 UTC","direct","ok","Nathaniel","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-cf028825-7735-4952-85be-878ab415b78e"
"I use redken but this is way better for the firm hold without making your hair shiny.","The hold of the product is good enough. It makes make my hair still feel natural like I havent used anything and my hair does stay firm.","5","2021-01-23 00:00:00 UTC","direct","ok","EAlexisMT","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-c03f7616-ed02-4276-a54b-9f2dfe4a3fe3"
"Great product!","Absolutely fragrance free. There's hope for allergy sufferers. Good hold. Washes out easily. Love it","5","2022-09-12 00:00:00 UTC","direct","ok","J. Patrone","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-2eef253c-a6d6-4b0a-b002-46f77251204a"
"Love it!","Item worked great. No scent but I have a bad nose so maybe I’m wrong. Either way it gets the job done!","5","2021-05-05 00:00:00 UTC","direct","ok","NJ Mark","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-741cf907-da31-45ea-8cc0-2d32692ab501"
"Delivers what it promises","5 stars. Why? It delivers what it promises.","5","2023-07-12 00:00:00 UTC","direct","ok","K.O.","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-9d81a244-e27c-4ac8-b41b-f780fc6abad1"
"Great stuff one of the best hair products in the market","Great stuff","5","2021-06-15 00:00:00 UTC","direct","ok","Amazon Customer","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-441a445b-b4c3-4bc7-941e-f85bc2fc7114"
"Natural hold! Holds like pomade without being shiny.","I've been using this for several years now. I wanted a product that would give decent hold for a pompadour mostly, but also for just slicking it back when in a hurry. I didn't look the shine of all the ""pomades"" the stylists would recommend, so I went on a hunt/test of all the products I could find. After SEVERAL this one worked perfectly for me. I usually add a little hairspray in the end, but it can look really natural steal while keeping volume. Will try to come back and add pictures when I find some.","5","2021-04-26 00:00:00 UTC","direct","ok","Curtis Whitt","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-ebf9584f-4eb0-4b84-8532-dd06ce4bcf45"
"Great hold, fragrance free","Truly fragrance free, and does not bother my extremely sensitive scalp. I don’t use a ton, so it lasts a long time. Great product, highly recommend for sensitive scalps and those who don’t want competing fragrances.","5","2022-08-29 00:00:00 UTC","direct","ok","S. Greco","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-9a7e246e-1528-4017-95d8-d7f270102112"
"Lightweight and nice hold!","I love this hair product so much! Keeps my hairstyle in place without being too heavy to weigh it down. Plus the scent is really nice and subtle.","5","2020-11-19 00:00:00 UTC","direct","ok","Jean Pierre","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-a6b32f88-8fd5-440a-aedf-992780530a0a"
"Very little scent - My new go-to Pomade","If you are like me and don't like heavily scented hair products, especially all those supposedly 'manly' musky scents, then you'll probably like this one. It has a very light 'fresh' scent that goes away fairly quickly. This is different than other matte pomades. It's very sticky and you only need a little to get it styled. So far, this is going to be my go to.

I was using: Old Spice, Sculpting Pomade for a while. Again, very little scent, but production quality changed. I've tried Black Widow Matte Finish and Reuzel Clay Matte Pomade. Both had overpowering scents.","5","2020-11-08 00:00:00 UTC","direct","ok","Amazon Customer","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-88058b73-9fc1-4f59-80c0-39006f8e0fbc"
"Works well.","Works really well. Good hold without feeing like glue.","5","2020-07-27 00:00:00 UTC","direct","ok","Shawn","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-c341d4b2-a07e-410a-aaf5-4981776440f1"
"Great product","This product works great! I have thick hair that wants to frizz and this helped so much with straightening it. Btw...I am female but really like the scent. It really isn't too masculine.","5","2020-10-04 00:00:00 UTC","direct","ok","pixeltrash","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-5a9dd295-93d3-4d6a-b4ec-4c675b0b9ac7"
"My Hair Won't Leave Home Without It","I just received my second jar of Challenger and wanted to share the love with this product to anyone looking for clean, light bodied hold, with fine, straight hair. That's me. I work a small, pea sized dab into my palm, and work it through my towel dry hair when I get out of the shower, and comb or brush to style. It dries dry, so my hair isn't greasy or heavy either.
Great stuff, and I mentioned this was a resupply; my first jar lasted almost a year, a little bit goes a long way!","5","2020-09-22 00:00:00 UTC","direct","ok","Hiphead","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-2ba3612a-e776-4b2c-a2f6-fbfee679a9c7"
"We were looking for a product without a strong smell.","I ordered this for my college age grandson because he wanted something without a strong scent. He says its easy to spread, and easy to wash out. He was very pleased with the product.","5","2020-09-30 00:00:00 UTC","direct","ok","Queenie","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-0b46c050-563f-4a9a-9b0b-447f90b65904"
"Amazing","Great product!","5","2020-08-25 00:00:00 UTC","direct","ok","philip jimenez","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-63c7591a-2014-48e8-bd47-af71a23e1566"
"Great product!","Strong hold, but doesn’t feel too brittle in the hair. Second time ordering this product and will continue to do so","5","2020-09-25 00:00:00 UTC","direct","ok","elhixson","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-58d1c8ea-2c52-42c3-a62d-5f6afbad7691"
"Great product, excellent hold","I bought this for my hair as I needed a firm hold for my wavy/curly hair. The hold is good and lasts all day, especially when I apply it to my damp hair and let in dry in. The scent is also very nice.","5","2020-09-02 00:00:00 UTC","direct","ok","Mark A Sopcik","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-5cec5865-0864-42b8-bd14-abf490a35c8b"
"Good product","A+","5","2020-03-29 00:00:00 UTC","direct","ok","Juan De La Luz","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-d2b59a06-bf9b-4ad7-9239-b4618cfca899"
"Keeps hair in shape till next day","I always used Dove Men Sculpting Paste. I wanted to try something different since my hair was getting longer and my usual product was holding it up. I put this product on with damp/almost dry hair and it keeps pretty well. It feels sticky when applying, but washes off well. It's not as workable as my usual product, but it does the job for my long hair.","4","2020-04-21 00:00:00 UTC","direct","ok","Justin","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-2a511e78-c3d5-47b3-8d65-27c736d3cf23"
"Does what its supposed to do, exactly how you want it.","I am enjoying the product so far. I have always used the Layrite Matte Cream and this product is around the same quality. The hold is a little bit firmer. The matte finish is good.","5","2020-03-30 00:00:00 UTC","direct","ok","Luis Villasenor","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-4ed68156-68f6-4c26-9189-1a7043087628"
"Good Gel.","Good gel smells great and holds everything In place..","4","2019-05-20 00:00:00 UTC","direct","ok","Ernesto Gomez-Campos","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-9088daf4-fe1b-4472-90e7-2fdc41977df9"
"Great hold and not greasy!","Used Aveda & Bed Head for years- both leave my hair feeling greasy. This has great hold without the grease! Will definitely purchase again!","5","2020-04-28 00:00:00 UTC","direct","ok","Tonia","support+anonymous@judge.me","6372446470","challenger-blue-matte-styling-cream-3oz","","","","","","review-f3fddf18-1a3c-443c-834e-f05176462608"
